NAME,SMILES
np303,[H][C@@]12CC[C@H]([C@H](C)CCC(O)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])[C@H](O)C[C@]2([H])C[C@H](O)[C@@H](O)C[C@]12C
np304,[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(O)C(OC)=C3
np305,[H][C@@]12CC(=O)[C@H](O)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(O)C=C3
np306,CC(C)C(O)C(O)=O
np307,CCC(=O)C(C)C(O)=O
np308,C[C@@H](O)CCCC(O)=O
np309,C[C@@H](O)[C@@H](C)C(O)=O
np310,[H][C@@]12CC[C@H]([C@H](C)CCC(O)=O)[C@@]1(C)[C@H](O)C[C@@]1([H])[C@@]2([H])CC[C@]2([H])C[C@H](O)CC[C@]12C
np311,C[C@]12CCC3C(CCC4C[C@@H](O)CC[C@]34C)C1CC[C@H]2O
np312,OC(CCCCCCCCC(O)=O)CC(O)=O
np313,[H][C@@]12CC[C@H]([C@H](C)CCC(O)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])[C@H](O)C[C@]2([H])C[C@H](O)C[C@@H](O)[C@]12C
np314,[H][C@@]12CC[C@H]([C@H](C)CCC(O)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])[C@@H](O)[C@@H](O)[C@]2([H])C[C@H](O)CC[C@]12C
np315,[H][C@@]12CC[C@](O)(C(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC=C2CC(CC[C@]12C)OS(O)(=O)=O
np316,CC(C)CCC[C@@H](C)CCC[C@@H](C)CCC[C@@H](C)CC(O)=O
np317,[H][C@@]12CC[C@@](O)(C(=O)CO)[C@@]1(CO)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C
np318,[H][C@@]12CC[C@H]([C@H](C)CCC(O)=O)[C@@]1(C)[C@@H](O)C[C@@]1([H])[C@@]2([H])[C@H](O)C[C@]2([H])C[C@@H](O)CC[C@]12C
np319,CCC(O)C(O)C(O)=O
np320,CC(CCC(O)=O)C(O)=O
np321,OC(=O)CCC1=CC=C(O)C(O)=C1
np322,OC(CCCCCCCC(O)=O)C(O)=O
np323,OC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)[C@@H](O)CC(=O)C(O)=O
np324,CC(O)(CC(O)=O)C(O)=O
np325,[H][C@@]12CC[C@H]([C@H](C)CCC(O)=O)[C@@]1(C)[C@@H](O)C[C@@]1([H])[C@@]2([H])[C@@H](O)C[C@@]2([H])C[C@@H](O)CC[C@]12C
np326,OC(CC(O)=O)CC(O)=O
np327,[H][C@@]12CC[C@@H](O)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(O)C=C3
np328,C[C@H](CCC(O)C(C)(C)O)[C@H]1CC[C@@]2([H])\C(CCC[C@]12C)=C\C=C1\C[C@H](O)CCC1=C
np329,[H][C@@]12C[C@H](O)[C@@H](O)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(O)C=C3
np330,[H][C@@]12CC[C@H]([C@H](C)CCC(O)=O)[C@@]1(C)[C@@H](O)C[C@@]1([H])[C@@]2([H])[C@@H](O)C[C@@]2([H])C[C@H](O)CC[C@]12C
np331,[H][C@@]12CC[C@H]([C@H](C)CCC(O)=O)[C@@]1(C)C(O)C[C@@]1([H])[C@@]2([H])C(O)CC2CC(O)CC(O)[C@]12C
np332,COC1=CC=C(CC(O)=O)C=C1OC
np333,[H][C@@]12CC[C@H]([C@H](C)CCC(O)=O)[C@@]1(C)[C@@H](O)C[C@@]1([H])[C@@]2([H])[C@H](O)C[C@]2([H])[C@@H](O)[C@H](O)CC[C@]12C
np334,[H][C@@]12CC[C@H]([C@H](C)CCC(O)=O)[C@@]1(C)[C@@H](O)C[C@@]1([H])[C@@]2([H])CC[C@]2([H])C[C@@H](O)CC[C@]12C
np335,OC(=O)CNC(=O)C1=CC=CO1
np336,OC(=O)CC1=CC=CC(O)=C1
np337,C[C@H](O)CC(O)=O
np338,OC(=O)C1=COC=C1
np339,[H][C@@](O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O[C@@]2([H])O[C@H](CO)[C@H](O)[C@H](O)[C@H]2NC(C)=O)[C@H]1O[C@]1([H])O[C@@H](C)[C@@H](O)[C@@H](O)[C@@H]1O)([C@H](O)CO)[C@H](O)[C@@H](O)C=O
np340,CC(=O)NC(CCCCN)C(O)=O
np341,[H][C@@]12CC[C@H]([C@H](C)CCC(O)=O)[C@@]1(C)[C@@H](O)C[C@@]1([H])[C@@]2([H])[C@H](O)CC2=CC(=O)CC[C@]12C
np342,OC(=O)CCCCC(O)=O
np343,[H][C@@]12CC[C@H](C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CC[C@@]2([H])C[C@H](O)CC[C@]12C
np344,NC[C@H](O)CC[C@H](N)C(O)=O
np345,OC1CCC(CC(O)=O)CC1
np346,CC[C@H](N)C(O)=O
np347,CC1CCCC(=O)O1
np348,N[C@@H](CCSCC(N)C(O)=O)C(O)=O
np349,[H][C@@]12CC[C@@H](O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]2([H])C[C@H](O)CC[C@]12C
np350,CC(C)=CC(=O)NCC(O)=O
np351,[H][C@@]12CCC([C@H](C)CCC(O)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])[C@@H](O)C[C@@]2([H])CC(=O)CC[C@]12C
np352,NC(=O)NC1NC(=O)NC1=O
np353,[Ca++]
np354,CC1=CNC2=C1C=CC=C2
np355,[H][C@@]12CCC([C@@H](C)CCC(O)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])C(=O)C[C@]2([H])C[C@H](O)CC[C@]12C
np356,C[C@H](O)[C@H](O)C1=NC2=C(NC(N)=NC2=O)N=C1
np357,OCC1=CNC(=O)NC1=O
np358,NC(CC1=CNC2=C1C=C(O)C=C2)C(O)=O
np359,CN(C)C1=NC=NC2=C1NC=N2
np360,CCC(C)=O
np361,[H][C@@]12CC[C@H]([C@H](C)CCC(O)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])C=CC2=CC(=O)CC[C@]12C
np362,CCCCC\C=C/C\C=C/CCCCCC(O)=O
np363,[H][C@@]12CCC([C@H](C)CCC(O)=O)[C@@]1(C)[C@@H](O)C[C@@]1([H])[C@@]2([H])CC[C@@]2([H])C[C@H](O)CC[C@]12C
np364,CN1C=NC=C1C[C@H](N)C(O)=O
np365,OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1N=CC2=C1NC=NC2=O
np366,CCCCCCCC(O)=O
np367,[H]C1CC([C@@H](C)C[C@H](O)CC(C)(C)O)[C@]2(C)C1[C@]1([H])[C@H](O)C[C@]3([H])C[C@H](O)CC[C@]3(C)[C@@]1([H])C[C@@H]2O
np368,COC1=C(O)C=CC(=C1)C(O)=O
np369,CC(O)CCCCCC(O)=O
np370,CC1=C(C=C)\C(NC1=O)=C\C1=C(C)C(CCC(O)=O)=C(CC2=C(CCC(O)=O)C(C)=C(N2)\C=C2\NC(=O)C(C=C)=C2C)N1
np371,CC(=O)N[C@@H]1[C@@H](O)[C@H](O)[C@@H](CO)O[C@H]1NC(=O)C[C@H](N)C(O)=O
np372,[H][C@@]12CCC(=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@]2([H])C[C@]([H])(O)CC[C@]12C
np373,CCC(C)C(=O)C(O)=O
np374,[Cl-]
np375,[H][C@]1(O)CC[C@@]2([H])[C@]3([H])CC[C@@]4([H])C[C@@]([H])(O)CC[C@]4(C)[C@@]3([H])CC[C@]12C
np376,CC[C@H](CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CCC4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C)C(C)C
np377,[H][C@@]12CCC(O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]2([H])C[C@H](O)CC[C@]12C
np378,COC1=CC(=CC=C1O[C@@H]1O[C@@H]([C@@H](O)[C@H](O)[C@H]1O)C(O)=O)C(O)CO
np379,OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1CCC(=O)NC1=O
np380,C[C@@H](O)[C@@H](O)C(O)=O
np381,CCCCCCCC\C=C\CCCC(O)=O
np382,OC(=O)C1=CC=C(O)C=C1
np383,[H][C@@]12CCC([C@H](C)CCCC(C)C)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])C(=O)C=C2CC(O)CC[C@]12C
np384,[H][C@]1(CC[C@@]2([H])[C@]3([H])[C@H](O)C[C@]4([H])CC(=O)CC[C@]4(C)[C@@]3([H])C[C@@H](O)[C@]12C)[C@H](C)CCC(O)=O
np385,[H][C@@]12CCC([C@H](C)CCC(O)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])[C@H](O)C[C@]2([H])CC(=O)CC[C@]12C
np386,[H][C@@]1(CC[C@@]2([H])[C@]3([H])[C@H](O)C[C@@]4([H])C[C@H](O)CC[C@]4(C)[C@@]3([H])CC(O)[C@]12C)[C@H](C)CCC(O)=O
np387,[H][C@@]12CCC([C@H](C)CCC(O)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])[C@H](O)[C@@H](O)[C@]2([H])C[C@H](O)CC[C@]12C
np388,OC[C@H](O)[C@H](O)[C@H](O)CO
np389,CC(C)=CC(O)=O
np390,NC(CCCC(O)=O)C(O)=O
np391,CCCCCCCCCC(O)=O
np392,CC(=O)N[C@@H](CC1=CC=CC=C1)C(O)=O
np393,[H][C@@]1(CC[C@@]2([H])[C@]3([H])[C@H](O)C[C@]4([H])C[C@H](O)CC[C@]4(C)[C@@]3([H])C[C@H](O)[C@]12C)[C@H](C)C[C@@H](O)CC(C)(C)O
np394,[H][C@@]12CCC([C@H](C)CCC(O)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])[C@H](O)C[C@@]2([H])C[C@H](O)CC[C@]12C
np395,OC[C@H]1O[C@@H](O)[C@H](O)[C@@H](O)[C@@H]1O
np396,N[C@@H](CCCNC(N)=N)C(O)=O
np397,[H][C@@]1(CC[C@@]2([H])[C@]3([H])[C@H](O)C[C@]4([H])C[C@H](O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)[C@H](C)CCC(O)=O
np398,[H][C@@]12CCC([C@H](C)CCCC(C)(C)O)[C@@]1(C)[C@@H](O)C[C@@]1([H])[C@@]2([H])[C@H](O)C[C@@]2([H])C[C@H](O)CC[C@]12C
np399,CCCCCCCC\C=C/CCCC(O)=O
np400,C\C(CC(O)=O)=C/C(O)=O
np401,[H][C@@]12C[C@H](O)[C@@H](O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC=C2C[C@@H](O)CC[C@]12C
np402,[H][C@@]12CCC([C@H](C)CCCC(C)(C)O)[C@@]1(C)[C@@H](O)C[C@@]1([H])[C@@]2([H])[C@H](O)C[C@]2([H])C[C@H](O)CC[C@]12C
np403,CC(O)CCCC(O)=O
np404,[H][C@@]12CC[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CC[C@@]2([H])C[C@H](O)CC[C@]12C
np405,[H][C@@]12CC[C@H]([C@H](C)CCC(O)=O)[C@@]1(C)[C@@H](O)C[C@@]1([H])[C@@]2([H])C[C@H](O)C2C[C@H](O)CC[C@]12C
np406,OC(=O)C1CC(=O)NC(=O)N1
np407,CCCCCC\C=C/CCCC(O)=O
np408,[H][C@@]12C[C@@H](O)[C@H](O)[C@@]1(C)CC[C@]1([H])C3=C(C=C(O)C=C3)C(=O)C[C@@]21[H]
np409,CCC(O)CC(O)=O
np410,CC(=O)NCC(O)=O
np411,[H][C@@]12CC[C@H]([C@H](C)CC[C@@H](C)C(C)C)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2CC(O)CC[C@]12C
np412,CCCCCC(O)=O
np413,O[C@@H]1[C@@H](COP(O)(O)=O)O[C@H]([C@@H]1O)N1C=NC2=C1N=CN=C2NC(CC(O)=O)C(O)=O
np414,NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(O)(=O)OP(O)(=O)OP(O)(O)=O)[C@@H](O)[C@H]1O
np415,OC[C@@H](O)[C@@H](O)[C@H](O)C(O)=O
np416,[H][C@@]12C[C@@H](O)[C@@H](O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC=C2C[C@@H](O)CC[C@]12C
np417,[H][C@@]12CC[C@H]([C@H](C)CCC(=O)OC)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])C(=O)CC2CC(=O)CC[C@]12C
np418,NC1=NC=NC2=C1NC(O)=N2
np419,OC(=O)CCCC1=CC=CC=C1
np420,CC1=C(CO)C(=O)NC(=O)N1
np421,[H][C@@]1(CC[C@@]2([H])[C@]3([H])[C@@H](C[C@]4([H])C[C@@H](CC[C@]4(C)[C@@]3([H])CC[C@]12C)OS(O)(=O)=O)OS(O)(=O)=O)[C@H](C)CCC(O)=O
np422,[H][C@@]12CCC(=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@]2([H])C[C@@H](O)CC[C@]12C
np423,[Mg++]
np424,CCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCCC)OC(=O)CCCCCCCCC
np425,O=C1CCCO1
np426,[H][C@@]12C[C@@H](O)[C@H](O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC=C2C[C@@H](O)CC[C@]12C
np427,[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@]2([H])C[C@H](O)CC[C@]12C
np428,CC(CC([O-])=O)CC(=O)OC(CC(O)=O)C[N+](C)(C)C
np429,CC(C)CCC[C@@H](C)CCC[C@@H](C)CCC[C@H](C)CC(O)=O
np430,[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]2([H])C[C@H](O)CC[C@]12C
np431,C[C@@H](CCC(O)=O)CC(O)=O
np432,[H][C@@]12CC[C@H]([C@H](C)CCC(O)C(C)(C)O)[C@@]1(C)[C@@H](O)C[C@@]1([H])[C@@]2([H])[C@H](O)CC2C[C@H](O)CC[C@]12C
np433,CC[C@@H](C)[C@H](N)C(O)=O
np434,[H][C@@]12CC[C@H]([C@@H](C)CC(O)CC(C)(C)O)[C@@]1(C)[C@@H](O)C[C@@]1([H])[C@@]2([H])[C@H](O)C[C@@]2([H])C[C@H](O)CC[C@]12C
np435,COC1=C(OS(O)(=O)=O)C=CC(=C1)C(O)CO
np436,CCCCC\C=C/C\C=C/CCCC(O)=O
np437,C\C(\C=C\C=C(/C)\C=C\C1=C(C)CCCC1(C)C)=C/C=C/C=C(\C)/C=C/C=C(\C)/C=C/C1=C(C)CCCC1(C)C
np438,CN1CC(=O)NC1=N
np439,[H][C@](O)(CC1=CC=CC=C1)C(O)=O
np440,CCCCCCCCCCCCCCCC(=O)OC[C@H](COP([O-])(=O)OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCCCC
np441,OC[C@@H](O)[C@H](O)[C@H](O)[C@@H](O)C(O)=O
np442,OC(=O)\C=C/C1=CC=CC=C1
np443,OCC(O)C(O)C(O)CO
np444,N[C@@H](CCCC[N+]1=CC(CC[C@H](N)C([O-])=O)=C(C[C@H](N)C(O)=O)C(O)=C1)C(O)=O
np445,CC1=C(CCC(O)=O)/C2=C/C3=N/C(=C\C4=C(C)C(CCC(O)=O)=C(N4)/C=C4\N=C(\C=C\1/N\2)C(C)=C4CCC(O)=O)/C(CCC(O)=O)=C3C
np446,NC(CCCC[N+]1=CC(CC[C@H](N)C(O)=O)=C(CCC[C@H](N)C(O)=O)C(CC[C@H](N)C(O)=O)=C1)C(O)=O
np447,CCCCCCCC\C=C\CCCCCCCC(O)=O
np448,N[C@@H](CS)C(O)=O
np449,NC(CCSSCCC(N)C(O)=O)C(O)=O
np450,CCOC(=O)CC(O)=O
np451,[H][C@@]1(CC[C@@]2([H])[C@]3([H])CC[C@]4([H])C[C@@H](O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)[C@H](C)CCCC(C)C
np452,CC1=C/C2=C/C3=N/C(=C\C4=C(CCC(O)=O)C(C)=C(N4)/C=C4\N=C(C=C4C)\C=C\1/N\2)/C(CCC(O)=O)=C3C
np453,CC(=O)N[C@H]1[C@H](O)O[C@H](OS(O)(=O)=O)[C@H](O)[C@@H]1O[C@@H]1O[C@@H]([C@@H](O)[C@H](O)[C@H]1O)C(O)=O
np454,NC(CC1=CC(I)=C(OC2=CC=C(O)C=C2)C(I)=C1)C(O)=O
np455,CCCCCCCCCCCCCCCCCCCCCC(N)=O
np456,NCC(CC[C@H](N)C(O)=O)O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O[C@H]1O[C@H](CO)[C@@H](O)C(O)[C@H]1O
np457,[K+]
np458,[Na+]
np459,OC(=O)CCCC(=O)NCC(O)=O
np460,N[C@H]1[C@H](O)O[C@H](COS(O)(=O)=O)[C@@H](O)[C@@H]1O
np461,CCCCCCCC\C=C/CCCCCCCC(=O)OCC(COP([O-])(=O)OCC[N+](C)(C)C)OC(=O)CCCCCCC\C=C/CCCCCCCC
np462,N[C@@H](CCC(=O)N[C@@H](CC1=CC=CC=C1)C(O)=O)C(O)=O
np463,OC([O-])=O
np464,CCCCCCCCCCCCC\C=C\C(O)C(N)COC1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O
np465,[S--]
np466,[Cr+3]
np467,NCCCC[C@H](N(O)C1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O)C(O)=O
np468,[H][C@@]12CC[C@H]([C@H](C)CCCC(C)C(O)=O)[C@@]1(C)[C@@H](O)C[C@@]1([H])[C@@]2([H])[C@H](O)C[C@]2([H])C[C@H](O)CC[C@]12C
np469,OC(=O)CCCC\C=C/CCC(O)=O
np470,O[C@H](CCC(O)=O)C(O)=O
np471,OC[C@H]1O[C@@H]([C@H](O)[C@@H]1OP(O)(=O)O[C@]([H])(C)CNC(=O)CC[C@]1(C)[C@@H](CC(=O)N)[C@@]2([H])N([Co]C#N)\C1=C(C)/C1=N/C(=C\C3=N\C(=C(C)/C4=N[C@]2(C)[C@@](C)(CC(=O)N)[C@@H]4CCC(=O)N)\[C@@](C)(CC(=O)N)[C@@H]3CCC(=O)N)/C(C)(C)[C@@H]1CCC(=O)N)N1C=NC2=CC(C)=C(C)C=C12
np472,[Co++]
np473,NC(CC1=CC=C(O)C(O)=C1)C(O)=O
np474,CCCCC\C=C/C\C=C/CCCCCCCC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@@]3([H])[C@]4([H])CC[C@]([H])([C@H](C)CCCC(C)C)[C@@]4(C)CC[C@]23[H])C1
np475,CC1=C(CCC(O)=O)/C2=C/C3=N/C(=C\C4=C(C)C(CCC(O)=O)=C(N4)/C=C4\N=C(\C=C\1/N\2)C(C)=C4CCC(O)=O)/C(C)=C3CCC(O)=O
np476,OC[C@@H](O)[C@@H](O)C(O)=O
np477,CCCCCCCCCCCCCCCC(=O)OCC(COP(O)(=O)OC[C@H](N)C(O)=O)OC(=O)CCCCCCCCCCCCCCC
np478,OC(=O)C1=CC=CO1
np479,OCC(=O)[C@H](O)[C@H](O)COP(O)(O)=O
np480,[H][C@@](C)(CCC(O)=O)[C@@]1([H])CC[C@@]2([H])[C@]3([H])[C@]([H])(O)C[C@]4([H])C[C@]([H])(O)CC[C@]4(C)[C@@]3([H])C[C@]([H])(O)[C@]12C
np481,OC(=O)C\C=C\C(O)=O
np482,OC[C@@H](O)[C@@H](O)C(=O)CO
np483,CCC(C(O)=O)C(O)=O
np484,OC(=O)CCCCCCCCCCC(O)=O
np485,CC(C)C[C@@H](O)C(O)=O
np486,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C(O)=O
np487,[H][C@@]12CC[C@H]([C@H](C)CCC(O)=O)[C@@]1(C)[C@@H](O)C[C@@]1([H])[C@@]2([H])CC[C@]2([H])C[C@H](O)CC[C@]12C
np488,[H][C@@]12CC[C@@H](O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C
np489,CC(=O)N[C@@H]1[C@H](O)O[C@H](CO)[C@H](O)[C@@H]1OC1OC(=C[C@@H](O)[C@H]1O)C(O)=O
np490,NC1=CC=NC(=O)N1
np491,[H][C@]12CCC3C4CC[C@H]([C@H](C)CCC(=O)NCC(O)=O)[C@@]4(C)[C@@H](O)CC3[C@@]1(C)CC[C@@H](O)C2
np492,
np493,C[C@H](O)[C@H](O)C1=NC2=C(NC(N)=NC2=O)N=C1
np494,C\C(=C\C(O)=O)C(O)=O
np495,CC(=O)CC(=O)CCC(O)=O
np496,[H][C@@]12C[C@H](O)CC[C@]1(C)C1CC[C@]3(C)[C@H](CCC3C1[C@H](O)C2)[C@H](C)CCC(=O)NCC(O)=O
np497,CCCCCCCCCCCC(O)=O
np498,O[C@@H]([C@@H](O)[C@H](O)C(O)=O)[C@@H](O)C(O)=O
np499,[H][C@@]12OC[C@@H](O1)[C@@H](O)[C@H](O)[C@H]2O
np500,N[C@@H](CCC(N)=O)C(O)=O
np501,C[C@@H](O)[C@H](C)C(O)=O
np502,CC1=C(CCC(O)=O)/C2=C/C3=N/C(=C\C4=C(C)C(CCC(O)=O)=C(N4)/C=C4\N=C(\C=C\1/N\2)C(CCC(O)=O)=C4C)/C(CCC(O)=O)=C3C
np503,CC1=C(CCC(O)=O)/C2=C/C3=N/C(=C\C4=C(CCC(O)=O)C(C)=C(N4)/C=C4\N=C(\C=C\1/N\2)C(C)=C4CCC(O)=O)/C(CCC(O)=O)=C3C
np504,OC[C@H]1O[C@H](OP(O)(O)=O)[C@H](O)[C@@H](O)[C@H]1O
np505,O[C@H]1COC(O)[C@H](O)[C@H]1O
np506,CCCCCCCCCCCCC\C=C\C(O)C(N)COC1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O
np507,[H][C@@]12CC[C@H]([C@H](C)CC[C@H](CC)C(C)C)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC=C2C[C@@H](O)CC[C@]12C
np508,CC[C@@H](N)C(O)=O
np509,CCCCCCCCCC(=O)OC(CC([O-])=O)C[N+](C)(C)C
np510,CC(=O)N[C@H]1[C@H](O)O[C@H](CO)[C@H](OS([O-])(=O)=O)[C@@H]1O[C@@H]1O[C@@H]([C@@H](O)[C@H](O)[C@H]1O)C([O-])=O
np511,[H][C@@]12CC[C@H]([C@H](C)CCCC(C)C)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC=C2C[C@H](CC[C@]12C)OS(O)(=O)=O
np512,[H][C@@]12CC[C@H]([C@H](C)CCCC(C)(C)O)[C@@]1(C)C(O)C[C@@]1([H])[C@@]2([H])C(O)CC2CC(O)CC[C@]12C
np513,N[C@@H](CCC(=O)N[C@@H](CSSCC(N)C(O)=O)C(=O)NCC(O)=O)C(O)=O
np514,[Cu++]
np515,CCCCCC\C=C/CCCCCCCC(=O)OC1CC[C@@]2(C)C(=CCC3C4CC[C@H]([C@H](C)CCCC(C)C)[C@@]4(C)CCC23)C1
np516,[H][C@@]12CC[C@H]([C@H](C)CCC(O)=O)[C@@]1(C)[C@H](C[C@@]1([H])[C@@]2([H])CC[C@]2([H])C[C@@H](CC[C@]12C)OS(O)(=O)=O)OS(O)(=O)=O
np517,OC[C@H]1O[C@](O)(CO)[C@@H](O)[C@@H]1O
np518,OC(=O)CCCC(O)=O
np519,[F-]
np520,O[C@@H]([C@H](O)[C@@H](O)C(O)=O)[C@H](O)C(O)=O
np521,[H][C@@]12CC[C@H]([C@H](C)CCC(O)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])C[C@H](O)[C@]2([H])C[C@@H](O)CC[C@]12C
np522,CC(C)CC(O)C(O)=O
np523,CCCCCCC(O)=O
np524,N[C@@H](CC1=CC=C(OC2=CC=C(O)C=C2)C=C1)C(O)=O
np525,CC(O)C1=C2NC(\C=C3/N\C(=C/C4=N/C(=C\C5=N\C(=C/2)\C(C)=C5C(C)O)/C(C)=C4CCC(O)=O)C(CCC(O)=O)=C3C)=C1C
np526,OC(=O)CC1=CC=CC=C1O
np527,N[C@@H](CCCCNC(N)=N)C(O)=O
np528,OC(CC1=CNC2=C1C=CC=C2)C(O)=O
np529,OC(=O)CCCCCCCCCCCCCCC(O)=O
np530,CCCCC\C=C/C\C=C/CCCCCCCC(O)=O
np531,[H][C@@](COC(=O)CCCCCCCCCCCCCCC)(COP(O)(O)=O)OC(=O)CCCCCCCCCCCCCCC
np532,II
np533,NC(CCSSCC[C@H](N)C(O)=O)C(O)=O
np534,CC(C)CC(=O)NCC(O)=O
np535,N[C@@H](CCCCNC(N)=O)C(O)=O
np536,OS(=O)(=O)OC1=CNC2=CC=CC=C12
np537,CC1=C2NC(\C=C3/N=C(/C=C4\N\C(=C/C5=N/C(=C\2)/C(CCC(O)=O)=C5C)C(C=C)=C4C)C(C)=C3CCC(O)=O)=C1CCC(O)=O
np538,N[C@@H](CC(=O)C1=CC=CC=C1N)C(O)=O
np539,[H][C@@]12CC[C@H]([C@H](C)CCC(O)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])[C@@H](O)C[C@]2([H])C[C@@H](O)CC[C@]12C
np540,CC(C)C[C@H](N)C(O)=O
np541,CC(C)CC(=O)OC(CC([O-])=O)C[N+](C)(C)C
np542,CC(C)CCC(O)=O
np543,OC(=O)CC(O)=O
np544,[Fe++]
np545,
np546,O[C@H](CCC(O)=O)C(O)=O
np547,CC(C)CC(=O)C(O)=O
np548,CSCC[C@H](N)C(O)=O
np549,CCC1=C(C)/C2=C/C3=N/C(=C\C4=C(CCC(O)=O)C(CC(O)=O)=C(N4)/C=C4\N=C(\C=C\1/N\2)C(C)=C4CCC(O)=O)/C(CCC(O)=O)=C3C
np550,[H][C@@]1(CC[C@@]2([H])[C@]3([H])CC[C@]4([H])C[C@H](O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)[C@H](C)CCC(=O)NCC(O)=O
np551,C[N+]1=CC=CC(=C1)C(N)=O
np552,OCCC(O)=O
np553,CCCCCC(=O)NCC(O)=O
np554,O[C@H](C(O)=O)C1=CC=CC=C1
np555,NC1=NC(=O)C2=C(N1)NC(=O)C=N2
np556,CCCCCC(=O)OC(CC([O-])=O)C[N+](C)(C)C
np557,N[C@@H](CC(O)=O)C(=O)N[C@@H](CC1=CC=CC=C1)C(O)=O
np558,OC(=O)C(=O)CC1=CC=C(O)C=C1
np559,[H][C@@]1(CC[C@@]2([H])[C@]3([H])[C@@H](O)C[C@]4([H])C[C@H](O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)[C@H](C)CCC(=O)NCC(O)=O
np560,N[C@@H](CSSCC(N)C(=O)NCC(O)=O)C(O)=O
np561,OCCCC(O)=O
np562,CCCCCCC(O)C(O)=O
np563,C[N+](C)(C)CC(CC([O-])=O)OC(=O)CCCCCCCCCCCCCCC(O)=O
np564,[H][C@@]12CC[C@H]([C@H](C)CCC(O)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]2([H])C[C@@H](O)CC[C@]12C
np565,OC(=O)CNC(=O)C1=CC=CC=C1
np566,OC(=O)C1=CC(=O)C2=CC=CC=C2N1
np567,OC(=O)[C@@H]1CCCCN1
np568,[H][C@@]12CC[C@H]([C@H](C)CCC(O)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@]2([H])C[C@@H](O)CC[C@]12C
np569,CC(C)CC(O)=O
np570,N[C@@H](CCO)C(O)=O
np571,CC(=O)CCC(O)=O
np572,NCC(=O)N1CCCC1C(O)=O
